"GC EI Compounds ID"	"Structure"	"TIC Sum"	"Name"	"RT in min"	"Reference mz"	"Avg TIC"	"NIST Lib Hit Formula"	"NIST Theo Mol Mass"	"NIST Observed Mol Mass"	"Area Max"	"MS Depth"	"Total Score"	"HRF Score"	"RHRF Score"	"SI"	"RSI"	"Calculated RI"	"RI Delta"	"MS2"	"Calc MW"	"Checked"	"Tags"	"Area Genuine_1raw F1"	"Area Genuine_2raw F2"	"Area Genuine_3raw F3"	"Area Suspect_1raw F4"	"Area Suspect_2raw F5"	"Area Suspect_3raw F6"	"Gap Status Genuine_1raw F1"	"Gap Status Genuine_2raw F2"	"Gap Status Genuine_3raw F3"	"Gap Status Suspect_1raw F4"	"Gap Status Suspect_2raw F5"	"Gap Status Suspect_3raw F6"	"Gap Fill Status Genuine_1raw F1"	"Gap Fill Status Genuine_2raw F2"	"Gap Fill Status Genuine_3raw F3"	"Gap Fill Status Suspect_1raw F4"	"Gap Fill Status Suspect_2raw F5"	"Gap Fill Status Suspect_3raw F6"
"674"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:39 2024 (hash=4d56990e); 12 11  0  0  0  0  0  0  0  0  0;   -2.4752    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7854    0.8115    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.1650    0.8115    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0144    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3246    0.8115    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3652    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0550    0.8115    0.0000 O   0  0  0     0  2  0  0  0  0;    1.7854    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4752    0.8115    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7854   -0.4058    0.0000 O   0  0  0     0  2  0  0  0  0;    2.4752    1.6231    0.0000 C   0  0  0     0  0  0  0  0  0;    3.1650    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  2  0  0  0  0;  4  5  1  0  0  0  0;  5  6  1  0  0  0  0;  6  7  1  0  0  0  0;  7  8  1  0  0  0  0;  8  9  1  0  0  0  0;  8 10  2  0  0  0  0;  9 11  1  0  0  0  0;  9 12  1  0  0  0  0;$$$$"	"15992622"	"Propanoic acid, 2-methyl-, 3-hexenyl ester, (E)-"	"15.234"	"82.07774"	"2665437"	"C10 H18 O2"	"170.13013"	""	"2380146"	"1"	"94.8"	"94.8"	"96.8"	"845"	"872"	"1318"	""	"NoMSn"	"82.07828"	"False"	""	"1935538"	" 1792574"	" 1760936"	" 1962590"	" 2380146"	" 2376682"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 1"	" 1"	" 1"
"675"	""	"4976358"	"Peak@15.243"	"15.248"	"151.06340"	"829393"	""	""	""	"424646"	"1"	""	""	""	""	""	"1318"	""	"NoMSn"	"163.07580"	"False"	""	"400444"	" 376189"	" 424646"	" 155931"	" 186173"	" 193858"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
"676"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:14 2024 (hash=552a7c57); 14 14  0  0  0  0  0  0  0  0  0;    0.0000    1.3379    0.0000 N   0  0  0     0  3  0  0  0  0;    0.0000    0.5270    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.4054   -0.7297    0.0000 N   0  0  0     0  3  0  0  0  0;    0.4054   -0.7297    0.0000 N   0  0  0     0  3  0  0  0  0;    0.6892    1.7433    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6892    1.7433    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6487    0.0405    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.8919   -1.3784    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6487    0.0405    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4190    0.2838    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6892    2.5541    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4190    1.3379    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.4190    1.3379    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6892    2.5541    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  1  5  1  0  0  0  0;  1  6  1  0  0  0  0;  2  9  1  0  0  0  0;  2  7  2  0  0  0  0;  3  4  1  0  0  0  0;  3  7  1  0  0  0  0;  3  8  1  0  0  0  0;  4  9  2  0  0  0  0;  5 11  1  0  0  0  0;  5 12  2  0  0  0  0;  6 13  1  0  0  0  0;  6 14  2  0  0  0  0;  9 10  1  0  0  0  0;$$$$"	"10361914"	"1,3-Dimethyl-1H-pyrazol-4-ylamine, N,N-diacetyl-"	"15.252"	"119.03661"	"1726986"	"C9 H13 N3 O2"	"195.10023"	""	"597281"	"1"	"90.1"	"97.2"	"97.1"	"563"	"623"	"1319"	"179"	"NoMSn"	"153.19247"	"False"	""	"577670"	" 551140"	" 597281"	" 228230"	" 269998"	" 238183"	"No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 128"	" 128"	" 128"
"677"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:30 2024 (hash=f16f4215); 13 13  0  0  0  0  0  0  0  0  0;    1.4204    0.8117    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6899    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4204    1.6233    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6899   -0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0406   -0.8522    0.0000 C   0  0  0     0  0  0  0  0  0;    1.3392   -0.8522    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1103    2.0292    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6087   -0.4464    0.0000 C   0  0  0     0  0  0  0  0  0;    0.2841   -1.6233    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0957   -1.6233    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1103    2.8408    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.2581   -0.8928    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0697   -0.4464    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  3  7  1  0  0  0  0;  4  5  1  0  0  0  0;  4  6  1  0  0  0  0;  5  8  1  0  0  0  0;  5  9  1  0  0  0  0;  6 10  1  0  0  0  0;  7 11  1  0  0  0  0;  8 12  1  0  0  0  0;  9 10  1  0  0  0  0; 12 13  1  0  0  0  0;$$$$"	"652727551"	"Cyclopentane, 1-pentyl-2-propyl-"	"15.292"	"69.06991"	"108787925"	"C13 H26"	"182.20290"	""	"84914605"	"1"	"93.4"	"95.3"	"95.3"	"765"	"765"	"1321"	""	"NoMSn"	"153.16426"	"False"	""	"66367891"	" 64096617"	" 63323133"	" 78456598"	" 83892874"	" 84914605"	"No gap"	" No gap"	" No gap"	" No gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 1"	" 1"	" 1"
"678"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:06:44 2024 (hash=f1623022); 19 20  0  0  0  0  0  0  0  0  0;    0.0813    1.1788    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0813    0.4471    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6097    0.0406    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6097   -0.7723    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8129    1.6259    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8129    0.0406    0.0000 C   0  0  0     0  0  0  0  0  0;    1.5039    1.1788    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8129    2.4388    0.0000 C   0  0  0     0  0  0  0  0  0;    1.5039    0.4471    0.0000 N   0  0  0     0  3  0  0  0  0;    0.8129   -0.7723    0.0000 C   0  0  0     0  0  0  0  0  0;    2.2762    0.1626    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0813   -1.2194    0.0000 C   0  0  0     0  0  0  0  0  0;    2.2762    1.4633    0.0000 C   0  0  0     0  0  0  0  0  0;    1.5039    1.9917    0.0000 H   0  0  0     0  1  0  0  0  0;    2.7640    0.8129    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3007    0.4471    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0324    0.0406    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0324   -0.7723    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.7234    0.4471    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  5  1  0  0  0  0;  2  6  1  0  0  0  0;  3  4  1  0  0  0  0;  3 16  1  0  0  0  0;  4 12  1  0  0  0  0;  5  7  1  0  0  0  0;  5  8  1  0  0  0  0;  6  9  1  0  0  0  0;  6 10  1  0  0  0  0;  7 13  1  0  0  0  0;  7 14  1  0  0  0  0;  7  9  1  0  0  0  0;  9 11  1  0  0  0  0; 10 12  1  0  0  0  0; 11 15  1  0  0  0  0; 13 15  1  0  0  0  0; 16 17  1  0  0  0  0; 17 18  1  0  0  0  0; 17 19  1  0  0  0  0;$$$$"	"2266157"	"7-((5R,8R,8aS)-8-Methyloctahydroindolizin-5-yl)heptan-2-ol"	"15.313"	"96.05698"	"377693"	"C16 H31 N O"	"253.24002"	""	"748718"	"1"	"85.1"	"96.3"	"96.3"	"579"	"579"	"1322"	""	"NoMSn"	"152.12012"	"False"	""	""	" "	" 17151"	" 748718"	" 727971"	" 723405"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"2"	" 2"	" 128"	" 1"	" 128"	" 128"
"679"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:17 2024 (hash=2b027ae5); 23 25  0  0  0  0  0  0  0  0  0;    0.0000   -0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6899   -0.8116    0.0000 O   0  0  0     0  2  0  0  0  0;    0.0000    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6899   -0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6899    0.8116    0.0000 O   0  0  0     0  2  0  0  0  0;    0.6899    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6899   -1.6233    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.4204   -0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4204    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4204    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6899    1.6233    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1103   -0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1103    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1103    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4204    2.0291    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8001   -0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8001    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8001    0.4058    0.0000 O   0  0  0     0  2  0  0  0  0;    2.1103    1.6233    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.5306   -0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;    3.5306    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8001    2.0291    0.0000 O   0  0  0     0  2  0  0  0  0;    2.8001    2.8407    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  3  5  1  0  0  0  0;  3  6  1  0  0  0  0;  4  7  1  0  0  0  0;  4  8  1  0  0  0  0;  5  9  1  0  0  0  0;  6 10  2  0  0  0  0;  6 11  1  0  0  0  0;  8 12  2  0  0  0  0;  8  9  1  0  0  0  0;  9 13  2  0  0  0  0; 10 14  1  0  0  0  0; 11 15  2  0  0  0  0; 12 16  1  0  0  0  0; 13 17  1  0  0  0  0; 14 18  1  0  0  0  0; 14 19  2  0  0  0  0; 15 19  1  0  0  0  0; 16 20  1  0  0  0  0; 16 17  2  0  0  0  0; 18 21  1  0  0  0  0; 19 22  1  0  0  0  0; 22 23  1  0  0  0  0;$$$$"	"15204070"	"2H-1-Benzopyran-3,4-diol, 2-(3,4-dimethoxyphenyl)-3,4-dihydro-6-methyl-, (2α,3α,4α)-"	"15.326"	"180.07803"	"2534012"	"C18 H20 O5"	"316.13053"	""	"2022127"	"1"	"91.6"	"99.5"	"100.0"	"590"	"723"	"1323"	""	"NoMSn"	"180.07858"	"False"	""	"2022127"	" 1951760"	" 1929600"	" 1253560"	" 1464866"	" 1445282"	"No gap"	" No gap"	" No gap"	" No gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 1"	" 1"	" 1"
"680"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:06:15 2024 (hash=20fbe6c9); 15 15  0  0  0  0  0  0  0  0  0;    0.2024    0.2833    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2024   -0.4452    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2024    0.9310    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0119    0.2833    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.9715   -0.4452    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0524    0.9310    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4572    0.9310    0.0000 O   0  0  0     0  2  0  0  0  0;    1.4572   -0.4452    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.4572    0.2833    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.2262    0.2833    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.6715   -0.4452    0.0000 C   0  0  0     0  0  0  0  0  0;    2.2262    0.9310    0.0000 C   0  0  0     0  0  0  0  0  0;    2.2667   -0.4452    0.0000 C   0  0  0     0  0  0  0  0  0;    2.6715    1.6191    0.0000 C   0  0  0     0  0  0  0  0  0;    2.7120    0.2833    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  2  5  1  0  0  0  0;  3  6  2  0  0  0  0;  4  7  1  0  0  0  0;  4  8  1  0  0  0  0;  5  9  2  0  0  0  0;  6  9  1  0  0  0  0;  7 12  1  0  0  0  0;  8 13  1  0  0  0  0;  9 10  1  0  0  0  0; 10 11  1  0  0  0  0; 12 14  1  0  0  0  0; 13 15  1  0  0  0  0;$$$$"	"5751394"	"para-Anisaldehyde diethyl acetal"	"15.326"	"137.05969"	"958566"	"C12 H18 O3"	"210.12505"	""	"1034484"	"1"	"93.4"	"100.0"	"100.0"	"670"	"741"	"1323"	""	"NoMSn"	"137.06024"	"False"	""	"1034484"	" 976492"	" 951042"	" 628976"	" 719286"	" 734480"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 128"
"681"	""	"4247723"	"Peak@15.337"	"15.335"	"102.06757"	"707954"	""	""	""	"651633"	"1"	""	""	""	""	""	"1324"	""	"NoMSn"	"125.06028"	"False"	""	"300730"	" 276291"	" 303772"	" 545510"	" 651633"	" 636411"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 128"
"682"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:12 2024 (hash=0b1d21e6); 18 19  0  0  0  0  0  0  0  0  0;    2.1155    1.2205    0.0000 O   0  0  0     0  2  0  0  0  0;    1.4239    0.8137    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6916    1.2205    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4239   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    0.8137    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6916   -0.4068    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6916   -0.4068    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6916   -1.2205    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.3832   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1155   -0.4068    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4239    0.8137    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1155   -1.2205    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6916    1.2205    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1155    1.2205    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.7323    2.0342    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4239    2.4003    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1155    2.0342    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  3  2  0  0  0  0;  2  4  1  0  0  0  0;  3  5  1  0  0  0  0;  4  7  2  0  0  0  0;  5  6  2  0  0  0  0;  6  7  1  0  0  0  0;  6  8  1  0  0  0  0;  8  9  2  0  0  0  0;  8 10  1  0  0  0  0; 10 11  1  0  0  0  0; 10 12  1  0  0  0  0; 11 13  1  0  0  0  0; 12 14  2  0  0  0  0; 12 15  1  0  0  0  0; 14 16  1  0  0  0  0; 15 18  2  0  0  0  0; 16 17  2  0  0  0  0; 17 18  1  0  0  0  0;$$$$"	"3437744"	"1-(4-Hydroxyphenyl)-2-phenyl-1-butanone"	"15.344"	"143.10674"	"572957"	"C16 H16 O2"	"240.11448"	""	"84458"	"1"	"92.8"	"98.9"	"98.8"	"661"	"721"	"1324"	"838"	"NoMSn"	"121.17291"	"False"	""	""	" "	" 1701"	" 75693"	" 73905"	" 84458"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" No gap"	"2"	" 2"	" 128"	" 1"	" 128"	" 1"
"683"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:44 2024 (hash=7fcbe7ca); 23 24  0  0  0  0  0  0  0  0  0;   -0.6899    0.6088    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4204    0.2029    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1104    1.4204    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4204    1.8263    0.0000 O   0  0  0     0  2  0  0  0  0;    2.1104    3.8555    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1104    3.0438    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000   -3.0438    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000   -2.2321    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6899    1.4204    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1104    0.6088    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4204   -0.6088    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.4204    1.8263    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    1.8263    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.1104    1.4204    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6899   -1.0146    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    2.6380    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6899    3.0438    0.0000 O   0  0  0     0  2  0  0  0  0;    0.6899    3.0438    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6899    3.8555    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4204    2.6380    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4204    4.2613    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6899   -1.8263    0.0000 O   0  0  0     0  2  0  0  0  0;    0.0000   -0.6088    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  2  0  0  0  0;  1  9  1  0  0  0  0;  2 10  1  0  0  0  0;  2 11  1  0  0  0  0;  3  4  1  0  0  0  0;  4 20  1  0  0  0  0;  5  6  2  0  0  0  0;  5 21  1  0  0  0  0;  6 20  1  0  0  0  0;  7  8  1  0  0  0  0;  8 22  1  0  0  0  0;  9 12  2  0  0  0  0;  9 13  1  0  0  0  0; 10 14  2  0  0  0  0; 11 15  1  0  0  0  0; 12 14  1  0  0  0  0; 13 16  1  0  0  0  0; 15 23  2  0  0  0  0; 15 22  1  0  0  0  0; 16 17  2  0  0  0  0; 16 18  1  0  0  0  0; 18 19  1  0  0  0  0; 18 20  2  0  0  0  0; 19 21  2  0  0  0  0;$$$$"	"11359572"	"1,3-Benzenediol, o-(2-methoxybenzoyl)-o'-ethoxycarbonyl-"	"15.357"	"150.06752"	"1893262"	"C17 H16 O6"	"316.09414"	""	"458824"	"1"	"95.7"	"93.7"	"94.4"	"910"	"981"	"1325"	""	"NoMSn"	"135.12825"	"False"	""	"458824"	" 418693"	" 448047"	" 162273"	" 179125"	" 196385"	"No gap"	" No gap"	" No gap"	" Full gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 128"	" 1"	" 1"
"684"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:08 2024 (hash=2452021b); 13 13  0  0  0  0  0  0  0  0  0;   -2.8850    0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0317    0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8850   -0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0317   -0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3409    0.7720    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3409    1.5847    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6501    0.4063    0.0000 O   0  0  0     0  2  0  0  0  0;    0.0813    0.7720    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7720    0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;    1.5035    0.8127    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1942    0.4470    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1942   -0.3657    0.0000 C   0  0  0     0  0  0  0  0  0;    2.9257    0.8127    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  1  0  0  0  0;  3  4  1  0  0  0  0;  5  6  2  0  0  0  0;  5  7  1  0  0  0  0;  7  8  1  0  0  0  0;  8  9  1  0  0  0  0;  9 10  1  0  0  0  0; 10 11  1  0  0  0  0; 11 12  1  0  0  0  0; 11 13  1  0  0  0  0;$$$$"	"7217164"	"Cyclobutanecarboxylic acid, 4-methylpentyl ester"	"15.391"	"84.05695"	"1202861"	"C11 H20 O2"	"184.14578"	""	"1564317"	"1"	"93.9"	"97.9"	"97.8"	"735"	"764"	"1327"	""	"NoMSn"	"83.04971"	"False"	""	"1552158"	" 1554399"	" 1564317"	" 1079790"	" 1271445"	" 1339713"	"Full gap"	" No gap"	" No gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 1"	" 1"	" 128"	" 1"	" 128"
"685"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:49 2024 (hash=97e5d383); 21 21  0  0  0  0  0  0  0  0  0;   -0.0405    0.6078    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6888    0.2026    0.0000 C   0  0  0     0  0  0  0  0  0;    2.0664    1.8233    0.0000 C   0  0  0     0  0  0  0  0  0;    2.7957    1.4181    0.0000 C   0  0  0     0  0  0  0  0  0;    3.4845   -0.6078    0.0000 C   0  0  0     0  0  0  0  0  0;    3.4845    0.2026    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.7293    0.2026    0.0000 C   0  0  0     0  0  0  0  0  0;    1.3776    0.6078    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4181    0.6078    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.7293   -0.6078    0.0000 O   0  0  0     0  2  0  0  0  0;    2.0664    0.2026    0.0000 O   0  0  0     0  2  0  0  0  0;    1.3776    1.4181    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.1474    0.2026    0.0000 C   0  0  0     0  0  0  0  0  0;    2.7957    0.6078    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8362    0.6078    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1474   -0.6078    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.9172    1.4181    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.5655    0.2836    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.7276    1.5802    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.1327    0.8914    0.0000 C   0  0  0     0  0  0  0  0  0;    4.1732    0.6078    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  7  1  0  0  0  0;  2  8  1  0  0  0  0;  3  4  1  0  0  0  0;  4 14  1  0  0  0  0;  5  6  1  0  0  0  0;  6 21  1  0  0  0  0;  6 14  1  0  0  0  0;  7  9  1  0  0  0  0;  7 10  2  0  0  0  0;  8 11  1  0  0  0  0;  8 12  2  0  0  0  0;  9 13  1  0  0  0  0; 11 14  1  0  0  0  0; 13 15  1  0  0  0  0; 13 16  1  0  0  0  0; 15 17  1  0  0  0  0; 15 18  1  0  0  0  0; 17 19  1  0  0  0  0; 18 20  1  0  0  0  0; 19 20  1  0  0  0  0;$$$$"	"8335687"	"Succinic acid, 2-methylpent-3-yl 1-cyclopentylethyl ester"	"15.422"	"98.03632"	"1389281"	"C17 H30 O4"	"298.21386"	""	"438407"	"1"	"92"	"98.2"	"98.1"	"636"	"684"	"1328"	"640"	"NoMSn"	"125.06034"	"False"	""	"438407"	" 377629"	" 385250"	" 14902"	" 20377"	" 15594"	"No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 128"	" 128"	" 128"
